date,tenor,term,value
2013-11-01,15Y,15,0.8249518554770909
2013-11-01,20Y,20,0.7229199326776118
2013-11-01,25Y,25,0.637224701778563
2013-11-01,30Y,30,0.5666185728680159
2013-12-01,1Y,1,0.9981176468477441
2013-12-01,2Y,2,0.995924855205237
2013-12-01,3Y,3,0.9927416815785715
2013-12-01,4Y,4,0.9878230471557529
2013-12-01,5Y,5,0.9805849219453763
2013-12-01,7Y,7,0.9584288321659221
2013-12-01,10Y,10,0.9110560861206108
2013-12-01,15Y,15,0.8073526008869022
2013-12-01,20Y,20,0.7047141612839344
2013-12-01,25Y,25,0.6178836234033963
2013-12-01,30Y,30,0.5465047049896282
2014-01-01,1Y,1,0.9981475746886013
2014-01-01,2Y,2,0.9961191404016354
2014-01-01,3Y,3,0.993417909827292
2014-01-01,4Y,4,0.989417124225037
2014-01-01,5Y,5,0.9835525782739166
2014-01-01,7Y,7,0.9648772647925181
2014-01-01,10Y,10,0.9210718329987118
2014-01-01,15Y,15,0.8214537562174264
2014-01-01,20Y,20,0.7215087836767883
2014-01-01,25Y,25,0.6357699463045268
2014-01-01,30Y,30,0.5651171245182283
2014-02-01,1Y,1,0.9981625130489501
2014-02-01,2Y,2,0.996141541950243
2014-02-01,3Y,3,0.9935472548336574
2014-02-01,4Y,4,0.9897420614411631
2014-02-01,5Y,5,0.9841109710307276
2014-02-01,7Y,7,0.9659680332310673
2014-02-01,10Y,10,0.9224484623836551
2014-02-01,15Y,15,0.8224563196132095
2014-02-01,20Y,20,0.7225816644932068
2014-02-01,25Y,25,0.6375750631320943
2014-02-01,30Y,30,0.5666935672327873
2014-03-01,1Y,1,0.9982473045821372
2014-03-01,2Y,2,0.9963107315322084
2014-03-01,3Y,3,0.9936410719015546
2014-03-01,4Y,4,0.989537170945869
2014-03-01,5Y,5,0.9834361028181591
2014-03-01,7Y,7,0.9641723760606408
2014-03-01,10Y,10,0.9200744175329479
2014-03-01,15Y,15,0.8189423593474168
2014-03-01,20Y,20,0.7175157061283602
